Name,Content Set,Type,Solutions,Description
Certificate Manager - SSL Service Cipher Suite Approval,Certificate Manager,Sensor,Tanium Certificate Manager,"Returns Port, Process Name, Process Description,Has Unapproved Cipher Suites, Number of Approved and Unapproved Cipher Suites."
Example: 443~nginx~nginx~True~14~2,,,,
Certificate Manager - Supported SSL/TLS Protocols,Certificate Manager,Sensor,Tanium Certificate Manager,Returns a list of active SSL/TLS Protocols.
,,,,
Example: TLS 1.2,,,,
Certificate Search,Incident Response,Sensor,Tanium Threat Response,Enables searching for installed certificates. You can search by issuer name or SHA1 hash. The default is to return all installed certificates.
Certificate Thumbprints,Certificate Manager,Sensor,Tanium Certificate Manager,"Returns Source, SHA1 Thumbprint, SHA256 Thumbprint, and MD5 Thumbprint for at-rest certificates."
Chassis Type,Base,Sensor,Tanium Default Content,The machine or chassis type for the machine.
Example: Server or Virtual,,,,
Child Processes,Incident Response,Sensor,Tanium Threat Response,"Provides a list of child processes for the specified parent process name, as specified by a regular expression."
"Example: ""C:\Windows\System32\cmd.exe|C:\temp\notepad.exe""",,,,
Chrome Extensions,Core Content,Sensor,Tanium Core Content,Returns installed Extensions based on an enumeration of each users profile. Only searches local profiles.
Chrome Extensions Summary,Core Content,Sensor,Tanium Core Content,Returns distinct list of installed Extensions (including extension ID) based on an enumeration of each users profile. Only searches local profiles.
Cleared Windows Security Event Log Search,Incident Response,Sensor,Tanium Threat Response,Retrieves events generated when the Windows Security Event Log has been cleared.
Client Configuration and Support - AIX C++ Runtime,Endpoint Configuration,Sensor,Tanium Endpoint Configuration,Retrieves AIX C++ Runtime version for Client Configuration and Support.
Client Configuration and Support - AIX Runtime,Endpoint Configuration,Sensor,Tanium Endpoint Configuration,Retrieves AIX Runtime version for Client Configuration and Support.
Client Configuration and Support - AIX Version,Endpoint Configuration,Sensor,Tanium Endpoint Configuration,Retrieves AIX version for Client Configuration and Support.
Client Configuration and Support - Glibc Version,Endpoint Configuration,Sensor,Tanium Endpoint Configuration,Returns the version of Glibc for a box
Client Configuration and Support - Is Container,Endpoint Configuration,Sensor,Tanium Endpoint Configuration,Determines if running within a container for Client Configuration and Support.
Client Date,Base,Sensor,Tanium Default Content,The calendar date on the managed client.
Example: 01/30/2012,,,,
Client Extensions - Installed Extensions,Endpoint Configuration,Sensor,Tanium Endpoint Configuration,"Reports the details of enabled client extensions on the endpoint. Data captured includes the domain, path, and version. Example:"
config|/opt/Tanium/TaniumClient/extensions/libTaniumConfig.so|1.3.273.0,,,,
Client Extensions - Status,Endpoint Configuration,Sensor,Tanium Endpoint Configuration,"Reports the status of installed client extensions to report back domain, key (name of data point), and value of the key. Examples:"
"core,version,2.5.1011;",,,,
"dec,connection_state,idle;",,,,
"threatresponse,applied_profile,""1,6""",,,,
Client Health - Client Settings,Tanium Client Management,Sensor,Tanium Client Management,"Captures Tanium Client settings from endpoints. Example data captured: ServerName, ServerNameList, ServerPort, Server_TLSMode, Resolver, LogVerbosity"
Client Health - Health Failures,Tanium Client Management,Sensor,Tanium Client Management,Reports health check failures from installed client extensions.
Client Health - Python Version Details,Tanium Client Management,Sensor,Tanium Client Management,"Checks which version of Python is installed on the Tanium client. Utilized by TCM for client health check. Example: 3.8 Core Python Version,info,2.1.24.0"
Client Health - Tanium Client Version,Tanium Client Management,Sensor,Tanium Client Management,Version number of the Tanium Client on the client machine.
Example: 4.1.314.7020,,,,
Client Management - Upgrade Status,Tanium Client Management,Sensor,Tanium Client Management,Reports the status of Tanium Client version upgrades
Client Time,Base,Sensor,Tanium Default Content,The local time on the managed client.
Example: 5:17:44 PM,,,,
Cloud EC2 Instance IAM Role,Core Content,Sensor,Tanium Core Content,Returns the IAM Role information for the instance in AWS.
Cloud EC2 Instance VPC ID,Core Content,Sensor,Tanium Core Content,Returns information about the VPC ID of the primary interface of the instance in AWS.
Cloud Instance Account,Core Content,Sensor,Tanium Core Content,"Returns the Account information for the instance currently running in AWS, Azure or Google Cloud."
Cloud Instance Hostname,Core Content,Sensor,Tanium Core Content,"Returns the Hostname information for the instance currently running in AWS, Azure or Google Cloud."
Cloud Instance ID,Core Content,Sensor,Tanium Core Content,"Returns the unique ID associated with the instance in AWS, Azure, or GCP."
Cloud Instance Image,Core Content,Sensor,Tanium Core Content,"Returns information about the image used for creation of the instance in AWS, Azure, or GCP. If the result is '[empty string]' on Azure, it may be because image names are only available if the image is deployed from the Azure Image gallery."
Cloud Instance Launch Time,Discover Content,Virtual Sensor,Discover Content,
Cloud Instance Network ID,Discover Content,Virtual Sensor,Discover Content,
Cloud Instance Provider,Core Content,Sensor,Tanium Core Content,"Returns the cloud provider currently running the instance on AWS, Azure, or GCP."
Cloud Instance Public IP,Core Content,Sensor,Tanium Core Content,"Returns public IP information for the instance in AWS, Azure, or GCP."
Cloud Instance Public Keys,Core Content,Sensor,Tanium Core Content,"Returns information about the public keys used for the instance in AWS, Azure, or GCP."
Cloud Instance Region,Core Content,Sensor,Tanium Core Content,"Returns information about the region used for the instance in AWS, Azure, or GCP."
Cloud Instance State,Discover Content,Virtual Sensor,Discover Content,
Cloud Instance Tags,Core Content,Sensor,Tanium Core Content,Returns tags associated to the instance in AWS and Azure.
Cloud Instance Type,Core Content,Sensor,Tanium Core Content,"Returns the cloud provider designated resource type associated with the instance on AWS, Azure, or GCP."
Cloud Instance Zone,Core Content,Sensor,Tanium Core Content,"Returns information about the zone of the cloud computer instance in AWS, Azure, or GCP."
Command Line of Process,Incident Response,Sensor,Tanium Threat Response,Returns the command line of any process by process name. Parameter is a regex of the process name.
Command Line with Hash Match,Incident Response,Sensor,Tanium Threat Response,"Retrieves the following information for any running process matching the specified hash: process, command line arguments of the process, and the module used by the process."
"Example: ""explorer.exe|C:\Windows\system32\WINTRUST.dll|C:\Windows\Explorer.EXE """,,,,
Compact OS State,Core Content,Sensor,Tanium Core Content,The operating system Compact OS feature state.
Examples:,,,,
TRUE,,,,
FALSE,,,,
Compensating Controls,Risk,Virtual Sensor,Risk,Returns the number of endpoints that are missing each compensating control.
Compliance Rule Failures,Risk,Virtual Sensor,Risk,
Comply - Architecture Type,Comply Deployment,Sensor,Tanium Comply,"Returns the type of underlying Architecture for the operating system (powerpc, sparc, x86, x64)."
Comply - Assessment Status,Comply Reporting,Sensor,Tanium Comply,A sensor that returns the status of each assessment on the endpoint.
Comply - Compliance Aggregates,Comply Reporting,Sensor,Tanium Comply,A sensor that aggregates compliance result data from scans
Comply - Compliance Checks Expanded,Comply Reporting,Virtual Sensor,Comply Reporting,This sensor will return the unique compliance findings present on an endpoint.
Comply - Compliance Exposure Score,Comply Reporting,Sensor,Tanium Comply,"Returns the Compliance Exposure Score (Optimized, Above Average, Average, Below Average, Needs Improvement, Not Scanned)."
Comply - Compliance Findings,Comply Reporting,Sensor,Tanium Comply,This sensor will return the unique compliance findings present on an endpoint.
Comply - Compliance Findings - First Found,Comply Reporting,Sensor,Tanium Comply,"Returns the first found date for all the unique compliance findings present on an endpoint. If the compliance finding state changes (from Pass to Fail, for example), this date will be reset to the new discovery date."
Comply - Compliance Findings - Last Scan,Comply Reporting,Sensor,Tanium Comply,Returns the last scan date for all the unique compliance findings present on an endpoint.
Comply - Compliance Findings Details,Comply,Virtual Sensor,Comply,
Comply - Compliance Findings Expanded,Comply Reporting,Virtual Sensor,Comply Reporting,This sensor will return the unique compliance findings present on an endpoint.
Comply - Compliance Investigation Details,Comply Reporting,Sensor,Tanium Comply,This sensor will return the actual values that were collected in order to evaluate the test for compliance findings present on an endpoint.
Comply - Compliance Percentage,Comply Reporting,Sensor,Tanium Comply,Determine the percentage of non-failed checks on the endpoint.
